0.365032	2.465645
-2.494175	-0.29238
-3.039364	-0.123108
1.34815	0.255696
2.768494	1.234954
1.232328	-0.601198
4.404247	3.393022
0.697004	-2.009448
-3.373117	-0.713336
2.723211	0.775903
2.901695	1.707367
-1.829946	0.607276
1.472144	-0.388337
-1.032174	1.5918
-2.419741	-0.22665
1.336037	2.564594
-1.50368	1.256279
4.375646	2.089091
-2.618399	-0.145791
0.17555	2.171503
-1.813659	0.861575
1.365379	-2.079521
1.132693	-1.134835
-1.909842	-0.203375
2.083515	-0.123439
-2.942829	-0.263256
-0.550709	2.932391
2.345072	-0.738737
-2.812098	0.556459
-0.517398	0.162645
-2.462396	0.010699
2.560602	-0.591844
-2.23206	-1.372427
-0.228876	-3.268298
3.941297	2.489183
-2.85885	-1.34979
2.421014	-0.355223
-1.112512	1.194459
-2.596897	-1.137791
2.238589	1.900233
2.180268	1.177119
-2.674983	-0.522555
-1.070534	-0.269203
0.634596	-1.968924
-3.056496	-2.411444
-3.125469	-2.560011
-2.015606	0.258282
-1.742318	0.888477
1.321158	-0.08755
0.931512	-1.726051
-0.215167	1.522793
2.346521	0.316568
2.138992	1.315335
-3.631578	-1.493405
-0.713435	1.015818
-2.96317	-0.128725
-0.911295	1.120257
1.823362	1.383358
3.912515	1.761468
-3.142532	-1.332066
4.106318	2.468945
2.208287	-0.357459
-3.223791	-0.832623
-2.285363	-0.520775
2.565906	-0.456137
-0.979234	1.913094
-2.389694	-2.358041
-2.652054	-1.86619
0.683886	-1.883523
1.154997	-1.465108
3.348935	0.365574
2.987531	0.346268
1.700014	-0.555228
1.980124	0.139488
0.97869	-1.633039
2.5938	0.862643
-2.251246	-0.353172
1.557428	-1.383201
-2.597244	-1.82671
-2.886051	-1.337213
1.32541	0.845017
1.837022	-0.151031
-3.667084	-2.656341
-1.096365	0.149693
-2.971056	-2.411501
-2.465852	-0.235159
-2.394111	0.351272
1.515098	-0.965912
2.158202	-0.966015
-1.713482	-0.251601
-2.913806	-2.850934
1.7052	-0.789277
3.421766	0.864792
-1.762714	1.500557
-2.955547	0.04939
2.717396	1.466253
-2.359607	-1.360212
2.573551	0.246011
-2.515645	-1.120265
0.678309	-3.889064
1.629286	-0.451862
-1.484039	-0.211054
-3.791016	-0.954143
-2.843098	-0.847371
-2.170293	1.091531
-2.422544	-2.382615
-3.703473	-3.821757
-2.392575	2.190457
-1.311822	-1.069374
2.844847	1.022544
1.12329	-0.470348
0.459137	-2.125968
4.034205	1.542917
-0.934692	0.334676
-0.53172	2.098752
1.57915	-1.497762
-3.052029	0.297103
0.259368	-0.931559
2.22319	0.019637
1.695683	-0.067089
3.783554	2.380405
-0.742719	1.599089
-3.034314	-1.068352
-2.603808	-0.125287
-3.444958	-3.611816
2.045444	-0.443405
3.128574	0.859356
0.690041	-0.852001
2.055697	0.696273
-2.772761	-1.353757
-2.989774	-1.698669
-2.37627	-1.554052
2.696921	1.840741
1.808514	0.574293
0.758408	0.621123
0.0871	-2.424081
-1.965351	0.714902
-2.455455	-0.86456
2.24251	2.271935
3.768713	1.966209
1.781191	-1.035869
3.428376	4.010583
1.126828	0.854183
-3.438612	-2.229961
-1.677236	1.302989
-0.457661	2.454553
-1.253217	0.09455
3.631693	-0.584668
1.325739	-1.474299
-2.468865	-0.954717
0.373049	-0.744924
-2.724934	-1.931014
2.315489	1.487273
-1.004495	0.396042
-2.633016	-2.421408
0.892135	-3.181581
-2.142382	-1.19407
1.429072	4.755911
-1.470911	-0.587141
2.857367	0.926472
2.209276	-0.85614
0.636235	-1.853421
-1.609996	1.717916
1.825889	-0.36768
-1.300348	0.535824
1.234706	1.175943
-2.958675	-2.503623
-3.104957	-0.401067
-3.257189	0.883429
1.748296	-2.783532
-2.85873	-1.187591
2.77679	1.009201
-3.020057	-1.59017
-2.758262	-0.589067
2.254778	-0.419287
3.959366	2.400563
0.042104	1.919803
-2.036118	0.639606
0.879784	-0.726036
-2.00445	-0.74161
1.695901	-1.279977
1.083409	-1.833836
-0.910787	-0.00456
1.781328	-1.148702
-1.97749	0.92295
-3.231551	-2.366104
-1.613525	0.91354
3.775281	3.594941
-2.147825	2.515202
2.357556	-0.453303
2.101682	1.621048
2.583247	1.999725
-0.701349	3.523552
-2.996146	-1.18795
2.993353	1.271228
-1.773598	1.032358
-1.806425	0.71327
4.134091	2.962575
-0.379995	0.272405
2.60137	1.032435
